ensg,beta,standard_error,effect_allele_frequency
ENSG00000186862,-0.0364124,0.0600412,0.00130879
ENSG00000107819,0.0623152,0.0280569,0.00605133
ENSG00000107821,-0.0938863,0.118036,0.000338063
ENSG00000166167,0.237157,0.226475,9.176e-05
ENSG00000166169,-0.0365254,0.107169,0.000410505
ENSG00000166171,-0.21308,0.164563,0.000173861
ENSG00000107829,-0.0359373,0.177316,0.000149714
ENSG00000107831,-0.0887589,0.402963,2.89768e-05
ENSG00000107833,0.0203839,0.226459,9.176e-05
ENSG00000198408,-0.00653842,0.220708,9.65894e-05
ENSG00000120049,0.0301841,0.246757,7.72715e-05
ENSG00000120029,0.0918335,0.108395,0.000400846
ENSG00000166189,-0.167938,0.0811887,0.000714762
ENSG00000198728,0.686671,0.44142,2.41474e-05
ENSG00000148840,0.154338,0.284922,5.79537e-05
ENSG00000166197,0.0525612,0.160133,0.00018352
ENSG00000119915,-0.0970945,0.254865,7.24421e-05
ENSG00000107859,0.332983,0.373053,3.38063e-05
ENSG00000107862,0.233422,0.0828905,0.000685785
ENSG00000077150,0.0379619,0.0820443,0.000700273
ENSG00000059915,0.0204697,0.197423,0.000120737
ENSG00000107872,-0.0382484,0.148828,0.000212497
ENSG00000120055,-0.0138096,0.152377,0.000202838
ENSG00000138111,0.119873,0.143997,0.000226985
ENSG00000107882,0.0423591,0.349031,3.86358e-05
ENSG00000138175,0.183029,0.373052,3.38063e-05
ENSG00000156398,0.0330041,0.0343549,0.00398914
ENSG00000166272,0.241562,0.297591,5.31242e-05
ENSG00000148795,-0.0667094,0.121553,0.000318745
ENSG00000166275,0.391136,0.273766,6.27831e-05
ENSG00000214435,-0.00950989,0.110408,0.000386358
ENSG00000148842,-0.0240831,0.297595,5.31242e-05
ENSG00000076685,-0.0540879,0.177304,0.000149714
ENSG00000235376,-0.0114352,0.0240843,0.00820044
ENSG00000148798,0.123258,0.0742623,0.000854816
ENSG00000156374,-0.220408,0.232659,8.69305e-05
ENSG00000148835,0.140503,0.329005,4.34652e-05
ENSG00000173915,0.0374773,0.183437,0.000140055
ENSG00000148843,-0.0618123,0.113264,0.00036704
ENSG00000138172,-0.11177,0.101337,0.0004588
ENSG00000185933,-0.00138253,0.142491,0.000231815
ENSG00000183128,-0.0332352,0.0783426,0.000767886
ENSG00000107954,0.0845277,0.197556,0.000120737
ENSG00000107957,-0.02274,0.215396,0.000101419
ENSG00000107960,-0.0236729,0.162293,0.00017869
ENSG00000065613,0.0706216,0.183315,0.000140055
ENSG00000065618,0.0892381,0.0788393,0.000758227
ENSG00000156384,-0.296858,0.197417,0.000120737
ENSG00000197748,0.0177473,0.0748877,0.000840328
ENSG00000148834,-0.235081,0.15808,0.000188349
ENSG00000065621,-0.0155344,0.0626301,0.00120254
ENSG00000148841,0.0293771,0.105264,0.000424993
ENSG00000120051,-0.0549386,0.0697392,0.000970724
ENSG00000156395,-0.0699016,0.201484,0.000115907
ENSG00000108018,0.04635,0.193595,0.000125566
ENSG00000108039,-0.303779,0.284934,5.79537e-05
ENSG00000148700,0.0502272,0.215462,0.000101419
ENSG00000119950,0.0482518,0.349002,3.86358e-05
ENSG00000138166,-0.13196,0.177377,0.000149714
ENSG00000108055,-0.574757,0.273754,6.27831e-05
ENSG00000203867,0.119619,0.131927,0.00027045
ENSG00000150593,-0.170913,0.136916,0.000251133
ENSG00000214413,-0.0227132,0.312139,4.82947e-05
ENSG00000150594,-0.173488,0.246774,7.72715e-05
ENSG00000119927,-0.0822178,0.133126,0.000265621
ENSG00000119913,0.2763,0.232671,8.69305e-05
ENSG00000197142,-0.121081,0.156083,0.000193179
ENSG00000023041,0.187437,0.116387,0.000347722
ENSG00000151532,-0.289393,0.156085,0.000193179
ENSG00000148737,-0.284451,0.100896,0.000463629
ENSG00000148702,-0.0302469,0.0295522,0.0054235
ENSG00000197893,0.00951737,0.0546836,0.00157924
ENSG00000165806,0.0357316,0.105972,0.000420164
ENSG00000148735,0.180858,0.123429,0.000309086
ENSG00000198924,0.05274,0.0298841,0.00527861
ENSG00000196865,0.18681,0.193609,0.000125566
ENSG00000043591,-0.0215464,0.263809,6.76126e-05
ENSG00000165813,-0.0166689,0.154182,0.000198008
ENSG00000095627,-0.188979,0.189986,0.000130396
ENSG00000165816,-0.0216498,0.079338,0.000748568
ENSG00000169129,-0.0476934,0.162292,0.00017869
ENSG00000099204,0.0318283,0.0363237,0.00359313
ENSG00000151553,0.122747,0.220723,9.65894e-05
ENSG00000165832,0.0241217,0.121564,0.000318745
ENSG00000107518,-0.102645,0.102969,0.000444311
ENSG00000151892,-0.0849788,0.297659,5.31242e-05
ENSG00000182645,-0.147632,0.135653,0.000255962
ENSG00000203837,0.076677,0.108378,0.000400846
ENSG00000175535,0.0215191,0.124399,0.000304257
ENSG00000187021,-0.0110329,0.0653054,0.00110595
ENSG00000165863,-0.513375,0.263804,6.76126e-05
ENSG00000165868,-0.00663775,0.246779,7.72715e-05
ENSG00000188316,0.00263791,0.0372107,0.0034241
ENSG00000187164,-0.394957,0.215419,0.000101419
ENSG00000283266,-0.156469,0.297595,5.31242e-05
ENSG00000148704,0.0412125,0.186607,0.000135225
ENSG00000186795,0.111756,0.0843981,0.000661638
ENSG00000165646,-0.11906,0.205821,0.000111078
ENSG00000165650,0.0174261,0.18154,0.000164202
ENSG00000170370,0.0205312,0.160377,0.00018352
ENSG00000107560,-0.333457,0.205829,0.000111078
ENSG00000165669,0.217118,0.402959,2.89768e-05
ENSG00000119973,-0.0610648,0.263798,6.76126e-05
ENSG00000151893,0.202702,0.328998,4.34652e-05
ENSG00000188613,0.120922,0.109052,0.000396017
ENSG00000107581,0.0512458,0.201488,0.000115907
ENSG00000119979,0.119645,0.162304,0.00017869
ENSG00000183605,0.076228,0.127471,0.000289768
ENSG00000165672,0.0872285,0.0730291,0.000883793
ENSG00000198873,-0.381894,0.254926,7.24421e-05
ENSG00000148908,0.420226,0.348958,3.86358e-05
ENSG00000151929,-0.42385,0.297683,5.31242e-05
ENSG00000198825,0.0936897,0.0933142,0.000540901
ENSG00000197771,-0.375691,0.232654,8.69305e-05
ENSG00000107651,0.0988217,0.0912943,0.000565048
ENSG00000203805,0.132687,0.273756,6.27831e-05
ENSG00000120008,-0.0733175,0.142502,0.000231815
ENSG00000066468,0.120717,0.169346,0.000164202
ENSG00000107669,0.326341,0.186542,0.000135225
ENSG00000107672,-0.25123,0.169308,0.000164202
ENSG00000138162,-0.0986783,0.0651894,0.00111078
ENSG00000138152,-0.065701,0.0828965,0.000685785
ENSG00000107679,-0.018025,0.0917031,0.000560219
ENSG00000254636,-0.0496704,0.348943,3.86358e-05
ENSG00000166033,0.0693374,0.180229,0.000144884
ENSG00000187908,0.0210236,0.0595992,0.00127015
ENSG00000183559,-0.160858,0.148837,0.000212497
ENSG00000138161,-0.0747615,0.0843874,0.000651979
ENSG00000213185,0.173761,0.201511,0.000115907
ENSG00000119965,-0.0373044,0.13691,0.000251133
ENSG00000179988,0.0933013,0.0997595,0.000473288
ENSG00000095574,-0.470484,0.329127,4.34652e-05
ENSG00000196177,-0.028394,0.0695351,0.000975553
ENSG00000188620,-0.147011,0.15808,0.000188349
ENSG00000188816,0.126542,0.246767,7.72715e-05
ENSG00000154473,-0.426807,0.402953,2.89768e-05
ENSG00000154478,0.176767,0.297585,5.31242e-05
ENSG00000121898,0.0814201,0.0730281,0.000883793
ENSG00000182022,-0.00238377,0.0274772,0.00632178
ENSG00000065154,0.0236481,0.0963808,0.000507094
ENSG00000229544,0.00797747,0.0449745,0.00233746
ENSG00000107902,0.063302,0.152328,0.000202838
ENSG00000189319,0.000607118,0.402938,2.89768e-05
ENSG00000203791,0.0328427,0.162291,0.00017869
ENSG00000165660,0.0701722,0.201484,0.000115907
ENSG00000175029,0.0623704,0.0389642,0.00311984
ENSG00000175018,0.234133,0.20585,0.000111078
ENSG00000107938,-0.230552,0.166869,0.000169031
ENSG00000154485,-0.0175064,0.0759834,0.000816181
ENSG00000188690,-0.110206,0.254916,7.24421e-05
ENSG00000107949,0.0139725,0.0793394,0.000748568
ENSG00000089876,-0.0143482,0.10352,0.000439482
ENSG00000203780,0.0106369,0.0379766,0.00328404
ENSG00000148848,0.0357568,0.113263,0.00036704
ENSG00000154493,0.080108,0.103512,0.000439482
ENSG00000150760,0.0191663,0.105908,0.000420164
ENSG00000188916,0.153619,0.312125,4.82947e-05
ENSG00000186766,-0.00849572,0.124389,0.000304257
ENSG00000180745,-0.257373,0.180222,0.000144884
ENSG00000132334,0.17888,0.131927,0.00027045
ENSG00000148773,-0.0340435,0.0457766,0.00225536
ENSG00000170430,0.202276,0.104677,0.000429823
ENSG00000108010,-0.0779841,0.177315,0.000149714
ENSG00000176769,-0.232086,0.183317,0.000140055
ENSG00000176171,0.257471,0.183307,0.000140055
ENSG00000188385,0.113466,0.0698627,0.000965894
ENSG00000151640,-0.0799451,0.0929658,0.00054573
ENSG00000165752,0.0329571,0.18024,0.000144884
ENSG00000148814,-0.095099,0.0831788,0.000680955
ENSG00000171813,0.00598121,0.0854283,0.000651979
ENSG00000068383,0.210458,0.285031,5.79537e-05
ENSG00000148826,0.0178297,0.156094,0.000193179
ENSG00000171811,0.0481093,0.0213689,0.0104848
ENSG00000197177,-0.0100048,0.019237,0.0129768
ENSG00000171798,0.0731618,0.10586,0.000420164
ENSG00000171794,-0.128166,0.232649,8.69305e-05
ENSG00000151650,0.0199727,0.156152,0.000193179
ENSG00000151651,0.0135913,0.0325187,0.00449141
ENSG00000130640,0.0517905,0.0494107,0.00193662
ENSG00000198546,0.0205913,0.171847,0.000159373
ENSG00000130643,0.104704,0.18999,0.000130396
ENSG00000165828,0.0993742,0.141024,0.000236644
ENSG00000148803,0.0519562,0.15608,0.00018352
ENSG00000127884,-0.123312,0.147169,0.000217326
ENSG00000148832,-0.124492,0.126407,0.000294598
ENSG00000254536,0.157386,0.215402,0.000101419
ENSG00000148824,0.0339483,0.0564309,0.00176276
ENSG00000203772,-0.227808,0.121554,0.000318745
ENSG00000130649,-0.0699096,0.116391,0.000347722
ENSG00000171772,0.0304239,0.0973054,0.000497436
ENSG00000225899,-0.0443257,0.102948,0.000444311
ENSG00000177951,0.19668,0.284921,5.79537e-05
ENSG00000188076,0.297213,0.148812,0.000212497
ENSG00000177947,-0.017191,0.246751,7.72715e-05
ENSG00000177963,0.0181847,0.180217,0.000144884
ENSG00000142082,-0.0162761,0.0435831,0.00249201
ENSG00000174885,0.0275558,0.0728266,0.000888623
ENSG00000142102,-0.0104241,0.0624913,0.00120737
ENSG00000206013,0.0734839,0.143986,0.000226985
ENSG00000185201,0.153483,0.264012,6.76126e-05
ENSG00000185885,-0.160929,0.402914,2.89768e-05
ENSG00000142089,0.00926102,0.297548,5.31242e-05
ENSG00000182272,-0.16438,0.128514,0.000284939
ENSG00000184363,0.062017,0.118838,0.000333234
ENSG00000185187,-0.0357465,0.073015,0.000883793
ENSG00000185101,-0.00472057,0.0482222,0.00203321
ENSG00000174915,0.206706,0.220703,9.65894e-05
ENSG00000023191,-0.00234865,0.11109,0.000381528
ENSG00000174775,0.119126,0.109036,0.000396017
ENSG00000161328,-0.112103,0.103502,0.000439482
ENSG00000185522,0.0278895,0.0762082,0.000811351
ENSG00000099849,-0.0459425,0.0912981,0.000565048
ENSG00000070047,-0.0406575,0.180203,0.000144884
ENSG00000185507,0.185509,0.0780845,0.000772715
ENSG00000099834,-0.0457866,0.0805558,0.00072925
ENSG00000070031,0.0280961,0.0391721,0.00310052
ENSG00000069696,0.118194,0.0726369,0.000893452
ENSG00000177030,0.134708,0.147138,0.000217326
ENSG00000177042,-0.0924751,0.115546,0.000352551
ENSG00000177106,0.142481,0.0647781,0.00111561
ENSG00000177156,0.0671326,0.162277,0.00017869
ENSG00000177225,0.045562,0.109032,0.000396017
ENSG00000184524,-0.343075,0.441338,2.41474e-05
ENSG00000177542,0.105992,0.239383,8.2101e-05
ENSG00000177595,0.0328517,0.0909136,0.000569878
ENSG00000177666,0.0700869,0.114014,0.00036221
ENSG00000177685,0.0957652,0.104677,0.000429823
ENSG00000177697,0.0476882,0.0347444,0.00387807
ENSG00000177700,-0.083977,0.348923,3.86358e-05
ENSG00000214063,-0.184514,0.115552,0.000352551
ENSG00000177830,-0.00562366,0.0925025,0.00055056
ENSG00000183020,0.304087,0.205805,0.000111078
ENSG00000184956,0.0307159,0.0261685,0.00696893
ENSG00000215182,0.0713599,0.145563,0.000222156
ENSG00000117983,-0.0415943,0.039506,0.00303291
ENSG00000078902,0.0808515,0.297554,5.31242e-05
ENSG00000174672,-0.0516382,0.112506,0.000371869
ENSG00000184545,-0.301493,0.174493,0.000154543
ENSG00000205869,-0.0393318,0.0323022,0.00454936
ENSG00000278919,-0.0383981,0.297546,5.31242e-05
ENSG00000205867,-0.191536,0.403053,2.89768e-05
ENSG00000196224,-0.0449244,0.205839,0.000111078
ENSG00000241598,-0.0495928,0.100742,0.000473288
ENSG00000185940,-0.184981,0.164507,0.000173861
ENSG00000205864,0.175224,0.138227,0.000246303
ENSG00000244242,-0.00506077,0.0552514,0.0015406
ENSG00000250644,0.115294,0.205866,0.000111078
ENSG00000117984,-0.0669254,0.263754,6.76126e-05
ENSG00000149043,0.00625655,0.0339178,0.00412437
ENSG00000130598,0.118583,0.162282,0.00017869
ENSG00000130592,0.0336816,0.0491958,0.00194145
ENSG00000130595,-0.0181011,0.152359,0.000202838
ENSG00000214026,-0.15468,0.312082,4.82947e-05
ENSG00000167244,0.0767646,0.0587483,0.00136674
ENSG00000129965,0.146101,0.254823,7.24421e-05
ENSG00000180176,-0.187966,0.127445,0.000289768
ENSG00000183734,-0.229222,0.32895,4.34652e-05
ENSG00000110665,0.0602286,0.158169,0.000188349
ENSG00000064201,0.0527505,0.0680133,0.00100936
ENSG00000110651,-0.250346,0.162269,0.00017869
ENSG00000184281,-0.00727377,0.0950238,0.000521583
ENSG00000070985,0.0297108,0.0450149,0.00232298
ENSG00000053918,-0.0679757,0.079336,0.000748568
ENSG00000129757,-0.406082,0.328962,4.34652e-05
ENSG00000254827,0.136773,0.104081,0.000434652
ENSG00000110628,0.0593107,0.0806468,0.000724421
ENSG00000181649,-0.134394,0.215576,0.000101419
ENSG00000205531,0.107559,0.181099,0.000144884
ENSG00000110619,-0.217552,0.166849,0.000169031
ENSG00000021762,0.108798,0.152309,0.000202838
ENSG00000182170,0.0435382,0.154162,0.000159373
ENSG00000184350,-0.220823,0.226416,9.176e-05
ENSG00000005801,-0.0764606,0.0869501,0.000623002
ENSG00000167311,-0.0215713,0.10466,0.000429823
ENSG00000129744,0.0602745,0.0509233,0.00182071
ENSG00000129749,0.142696,0.128518,0.000284939
ENSG00000110713,0.341209,0.349007,3.86358e-05
ENSG00000148985,-0.073036,0.0806346,0.000724421
ENSG00000167323,-0.147467,0.180227,0.000144884
ENSG00000167325,0.0148356,0.220694,9.65894e-05
ENSG00000132109,-0.108181,0.0872848,0.000618172
ENSG00000181963,-0.0802862,0.154146,0.000198008
ENSG00000196778,-0.0871957,0.0746333,0.000859646
ENSG00000197790,-0.068594,0.0376759,0.00331785
ENSG00000171987,-0.0206937,0.0620079,0.00122669
ENSG00000226288,0.0337853,0.0432387,0.00254996
ENSG00000232268,-0.0661782,0.133106,0.000265621
ENSG00000167333,-0.130035,0.089064,0.000594025
ENSG00000197428,0.0523174,0.16229,0.00017869
ENSG00000180785,-0.133479,0.059281,0.00134259
ENSG00000167332,0.00588826,0.145534,0.000222156
ENSG00000176925,0.00439053,0.0890325,0.000594025
ENSG00000176922,-0.00583889,0.138269,0.000246303
ENSG00000176900,0.0133488,0.0211754,0.0105041
ENSG00000176895,-0.0634725,0.162273,0.00017869
ENSG00000176893,-0.0309198,0.0698486,0.000965894
ENSG00000205497,-0.101976,0.142481,0.000231815
ENSG00000205496,0.0586743,0.160156,0.000164202
ENSG00000167346,-0.38018,0.273734,6.27831e-05
ENSG00000176798,-0.0253176,0.220783,9.65894e-05
ENSG00000205495,-0.312067,0.18328,0.000140055
ENSG00000176787,-0.479331,0.197553,0.000120737
ENSG00000171944,0.0414179,0.162418,0.00017869
ENSG00000182070,-0.0923518,0.232624,8.69305e-05
ENSG00000176742,0.0897011,0.169266,0.000164202
ENSG00000244734,0.102505,0.180588,0.000144884
ENSG00000223609,-0.108816,0.210424,0.000106248
ENSG00000213934,-0.0994576,0.186539,0.000135225
ENSG00000196565,0.0290333,0.0446454,0.00236161
ENSG00000213931,0.269829,0.441315,2.41474e-05
ENSG00000183251,-0.0765846,0.116557,0.000347722
ENSG00000242180,-0.0444604,0.0941402,0.000531242
ENSG00000176239,0.0450031,0.171821,0.000159373
ENSG00000184698,-0.00380197,0.0487786,0.00198491
ENSG00000167360,-0.387589,0.174483,0.000154543
ENSG00000167359,-0.0417984,0.210597,0.000106248
ENSG00000187918,0.0856023,0.0973029,0.000487777
ENSG00000181609,-0.386238,0.210467,0.000106248
ENSG00000175520,0.0226904,0.082024,0.000700273
ENSG00000175518,-0.155151,0.0742747,0.000864475
ENSG00000181616,0.0301094,0.0290025,0.00563116
ENSG00000187747,-0.0487851,0.197417,0.000120737
ENSG00000121236,0.0985888,0.0614205,0.00125083
ENSG00000258588,0.0720547,0.0550189,0.00155992
ENSG00000258659,0.0387052,0.106482,0.000415335
ENSG00000132256,-0.265824,0.118845,0.000333234
ENSG00000132274,-0.218632,0.11559,0.000352551
ENSG00000181023,-0.0510125,0.089405,0.000589196
ENSG00000181074,-0.159709,0.197529,0.000120737
ENSG00000181009,0.169286,0.0928847,0.000516753
ENSG00000181001,0.0781364,0.215368,9.176e-05
ENSG00000205409,0.124044,0.154462,0.000198008
ENSG00000183269,-0.0296004,0.0909449,0.000560219
ENSG00000180974,0.0169582,0.129615,0.000280109
ENSG00000184478,-0.0885047,0.183338,0.000140055
ENSG00000188691,-0.158177,0.246762,7.72715e-05
ENSG00000183313,-0.036206,0.11326,0.00036704
ENSG00000183389,0.807275,0.441429,2.41474e-05
ENSG00000180934,-0.123709,0.226867,9.176e-05
ENSG00000180919,0.152547,0.118855,0.000333234
ENSG00000255307,-0.067454,0.0905204,0.000574707
ENSG00000175485,0.0454156,0.119735,0.000328404
ENSG00000180878,0.132028,0.215378,0.000101419
ENSG00000051009,0.183321,0.104652,0.000429823
ENSG00000132259,0.0146988,0.0567866,0.00146333
ENSG00000110148,-0.128066,0.147161,0.000217326
ENSG00000170955,0.0673268,0.152796,0.000202838
ENSG00000166311,-0.0403065,0.0278506,0.00618172
ENSG00000166313,0.396452,0.215374,0.000101419
ENSG00000110169,0.0577417,0.0924823,0.00055056
ENSG00000110171,-0.251689,0.263758,6.76126e-05
ENSG00000132254,-0.495509,0.273713,6.27831e-05
ENSG00000132286,0.0564972,0.118611,0.000338063
ENSG00000179532,0.0594984,0.0244352,0.00800243
ENSG00000132275,-0.00318909,0.0532352,0.00166617
ENSG00000166333,0.00871105,0.0909078,0.000569878
ENSG00000166340,0.0796496,0.0415433,0.00274314
ENSG00000166341,-0.230518,0.183284,0.000140055
ENSG00000158042,-0.0927861,0.174489,0.000154543
ENSG00000188124,-0.0413288,0.0538976,0.00163236
ENSG00000279486,0.135866,0.169493,0.000164202
ENSG00000184933,-0.0300032,0.155159,0.000198008
ENSG00000166363,0.121135,0.373006,3.38063e-05
ENSG00000170790,0.00234317,0.0311703,0.0048826
ENSG00000170782,-0.0949864,0.220699,9.65894e-05
ENSG00000166368,-0.236959,0.232642,8.69305e-05
ENSG00000178358,-0.157125,0.19748,0.000120737
ENSG00000149054,0.00419467,0.0397288,0.00297978
ENSG00000149050,0.0807019,0.128727,0.00027528
ENSG00000158077,0.023792,0.0425908,0.00260791
ENSG00000170743,-0.395405,0.312081,4.82947e-05
ENSG00000183801,0.193329,0.147155,0.000217326
ENSG00000166387,-0.0707251,0.0753118,0.000830669
ENSG00000166394,-0.146457,0.103495,0.000439482
ENSG00000183378,-0.047226,0.0746558,0.000849987
ENSG00000183303,0.0382352,0.0909122,0.00055056
ENSG00000182334,-0.391438,0.226523,9.176e-05
ENSG00000170683,0.0204292,0.0846509,0.000661638
ENSG00000182261,-0.148701,0.142474,0.000231815
ENSG00000175390,-0.0872524,0.373017,3.38063e-05
ENSG00000166402,0.136322,0.126412,0.000294598
ENSG00000166405,0.121199,0.127451,0.000289768
ENSG00000166407,0.177157,0.254815,7.24421e-05
ENSG00000130413,-0.0846351,0.0542718,0.00160338
ENSG00000166436,0.206116,0.109707,0.000391187
ENSG00000166441,0.0516138,0.32896,4.34652e-05
ENSG00000166444,-0.270579,0.189968,0.000130396
ENSG00000166452,-0.0350138,0.189965,0.000130396
ENSG00000176029,-0.0701558,0.091681,0.000560219
ENSG00000176009,0.030946,0.0382557,0.00317779
ENSG00000175348,-0.218943,0.25484,7.24421e-05
ENSG00000175352,0.0506566,0.0982627,0.000487777
ENSG00000175356,-0.0581725,0.0555243,0.00153094
ENSG00000184014,-0.117546,0.164506,0.000173861
ENSG00000166471,0.13878,0.205816,0.000111078
ENSG00000205339,-0.00975895,0.12851,0.000284939
ENSG00000166478,0.11484,0.263765,6.76126e-05
ENSG00000166483,-0.498816,0.312075,4.82947e-05
ENSG00000133789,-0.185671,0.297569,5.31242e-05
ENSG00000133812,-0.0851975,0.129609,0.000280109
ENSG00000148926,0.291219,0.263765,6.76126e-05
ENSG00000133805,0.173525,0.110374,0.000386358
ENSG00000110315,0.153917,0.20579,0.000111078
ENSG00000133800,-0.0598966,0.133124,0.000265621
ENSG00000072952,0.250754,0.11884,0.000333234
ENSG00000198730,-0.155852,0.284877,5.79537e-05
ENSG00000236287,0.207373,0.141012,0.000236644
ENSG00000110328,-0.299206,0.239397,8.2101e-05
ENSG00000254598,0.00121436,0.0465526,0.00218292
ENSG00000170242,-0.105868,0.148814,0.000212497
ENSG00000050165,-0.0270415,0.164498,0.000173861
ENSG00000133816,0.00411089,0.160118,0.00018352
ENSG00000133808,0.0331935,0.0410055,0.00281558
ENSG00000197702,0.0104609,0.0550008,0.00155992
ENSG00000187079,-0.135763,0.402872,2.89768e-05
ENSG00000189431,0.322859,0.402884,2.89768e-05
ENSG00000133794,-0.109213,0.348928,3.86358e-05
ENSG00000148925,-0.227656,0.220683,9.65894e-05
ENSG00000197601,0.0565841,0.239407,8.2101e-05
ENSG00000262655,0.0196292,0.036961,0.00346756
ENSG00000129083,0.0235277,0.312101,4.82947e-05
ENSG00000129084,-0.0937313,0.215568,0.000101419
ENSG00000152270,-0.0628673,0.0604788,0.00128947
ENSG00000186104,0.0484433,0.12962,0.000280109
ENSG00000110680,-0.0707872,0.154178,0.000198008
ENSG00000175868,-0.326036,0.226449,9.176e-05
ENSG00000188487,-0.00712465,0.0491787,0.00195594
ENSG00000166689,0.191027,0.117161,0.000342892
ENSG00000011405,0.295803,0.119722,0.000328404
ENSG00000070081,0.0365821,0.193557,0.000125566
ENSG00000188211,-0.0331581,0.0959159,0.000511924
ENSG00000006071,0.178054,0.105844,0.000420164
ENSG00000006611,-0.0915822,0.0620078,0.00122669
ENSG00000188162,0.0477817,0.0349843,0.00387324
ENSG00000129152,-0.20818,0.186526,0.000135225
ENSG00000129158,0.0630709,0.0423114,0.00263206
ENSG00000129167,-0.0211491,0.0758677,0.00082101
