ensg,beta,standard_error,effect_allele_frequency
ENSG00000205309,0.0672879,0.105348,0.000424993
ENSG00000141026,0.159039,0.285014,5.79537e-05
ENSG00000108551,-0.137308,0.297661,5.31242e-05
ENSG00000133027,0.167366,0.210513,0.000106248
ENSG00000072310,-0.181564,0.139656,0.000241474
ENSG00000175662,0.404556,0.23945,8.2101e-05
ENSG00000171962,0.0386617,0.0482567,0.00359796
ENSG00000171953,-0.203732,0.101883,0.00045397
ENSG00000141034,0.0887977,0.139653,0.000241474
ENSG00000108591,0.0827863,0.125445,0.000299427
ENSG00000091536,0.0513998,0.0435269,0.00249684
ENSG00000131899,-0.257708,0.162328,0.00017869
ENSG00000177731,0.0646975,0.0667987,0.00105765
ENSG00000177427,0.00195175,0.0609651,0.00127015
ENSG00000177302,0.118349,0.0973276,0.000497436
ENSG00000176994,0.433134,0.215444,0.000101419
ENSG00000176974,-0.00160753,0.0623241,0.00121703
ENSG00000214860,-0.0254893,0.129825,0.000280109
ENSG00000171916,-0.0767355,0.109746,0.000333234
ENSG00000189375,-0.0857304,0.0964468,0.000516753
ENSG00000249459,-0.0463013,0.109734,0.000391187
ENSG00000108448,-0.0059067,0.057965,0.00140538
ENSG00000171931,0.0231444,0.032975,0.00436101
ENSG00000171928,-0.214297,0.186648,0.000135225
ENSG00000141127,-0.195277,0.160165,0.00018352
ENSG00000154025,0.00418025,0.0450734,0.00231815
ENSG00000188522,-0.28239,0.166898,0.000169031
ENSG00000154016,0.092046,0.3122,4.82947e-05
ENSG00000072134,0.01291,0.201603,0.000115907
ENSG00000108641,0.0913449,0.139662,0.000241474
ENSG00000166484,-0.2714,0.141056,0.000236644
ENSG00000166482,0.113095,0.122258,0.000318745
ENSG00000128482,0.186801,0.190026,0.000130396
ENSG00000142494,-0.127676,0.0660815,0.0010818
ENSG00000072210,0.0415986,0.120686,0.000323575
ENSG00000180638,-0.105481,0.0781203,0.000772715
ENSG00000108602,-0.00770582,0.0749111,0.000840328
ENSG00000083290,0.0206325,0.10714,0.000410505
ENSG00000108599,0.647562,0.349022,3.86358e-05
ENSG00000128487,-0.0224076,0.127485,0.000289768
ENSG00000170298,0.0634771,0.177371,0.000140055
ENSG00000214819,-0.109695,0.0823585,0.000695444
ENSG00000205212,0.114941,0.0909814,0.000569878
ENSG00000124422,0.0216683,0.403009,2.89768e-05
ENSG00000109016,0.0336946,0.0442221,0.00240991
ENSG00000274180,-0.136324,0.373479,3.38063e-05
ENSG00000034152,0.0913856,0.141109,0.000236644
ENSG00000184185,0.717583,0.373151,3.38063e-05
ENSG00000212719,-0.232333,0.174549,0.000154543
ENSG00000109046,-0.238777,0.197471,0.000120737
ENSG00000141068,-0.0711535,0.285045,5.79537e-05
ENSG00000168961,-0.0373183,0.11111,0.000371869
ENSG00000007171,0.00304221,0.0276429,0.00625899
ENSG00000266202,0.0740629,0.329104,4.34652e-05
ENSG00000232859,-0.0891866,0.285013,5.79537e-05
ENSG00000087095,-0.424191,0.263854,6.76126e-05
ENSG00000109084,0.0793754,0.0905745,0.000574707
ENSG00000109079,0.189411,0.193641,0.000125566
ENSG00000004142,-0.0867282,0.177326,0.000149714
ENSG00000244045,0.554185,0.312183,4.82947e-05
ENSG00000274529,0.0528451,0.0495288,0.00192696
ENSG00000109072,-0.0712474,0.0603845,0.0012943
ENSG00000004139,0.0603557,0.111121,0.000381528
ENSG00000076351,-0.0525653,0.254889,7.24421e-05
ENSG00000007216,-0.177614,0.118882,0.000333234
ENSG00000109101,0.0773184,0.220779,9.65894e-05
ENSG00000109103,-0.202528,0.114051,0.00036221
ENSG00000087111,-0.0875211,0.0894337,0.000589196
ENSG00000109107,-0.0888301,0.193618,0.000125566
ENSG00000076382,0.0322368,0.0503574,0.00185935
ENSG00000258472,0.111209,0.129787,0.000280109
ENSG00000167524,0.0612397,0.0434336,0.00250167
ENSG00000007202,-0.0689814,0.0978012,0.000492606
ENSG00000132581,0.0607001,0.171898,0.000159373
ENSG00000167525,-0.212253,0.114156,0.00036221
ENSG00000109113,0.0276659,0.0454004,0.00227468
ENSG00000198242,0.168496,0.232702,8.69305e-05
ENSG00000160606,0.0118173,0.0869801,0.000623002
ENSG00000160602,0.159377,0.109736,0.000391187
ENSG00000076604,-0.000557955,0.26435,6.76126e-05
ENSG00000173065,-0.0675731,0.215829,0.000101419
ENSG00000132591,-0.224322,0.193716,0.000125566
ENSG00000132589,-0.367105,0.154206,0.000198008
ENSG00000167536,-0.0669475,0.12442,0.000304257
ENSG00000109118,-0.0480049,0.162349,0.00017869
ENSG00000063015,-0.0405071,0.109061,0.000396017
ENSG00000179761,0.282628,0.122519,0.000313916
ENSG00000221995,-0.109754,0.373125,3.38063e-05
ENSG00000196535,0.174329,0.134373,0.000260791
ENSG00000108255,-0.149263,0.125416,0.000299427
ENSG00000108256,0.151279,0.441505,2.41474e-05
ENSG00000168792,0.0854807,0.113314,0.00036704
ENSG00000167543,-0.0798795,0.171886,0.000159373
ENSG00000108262,-0.0343553,0.312254,4.82947e-05
ENSG00000198720,0.427718,0.254901,7.24421e-05
ENSG00000167549,-0.0725475,0.197526,0.000120737
ENSG00000141298,-0.140386,0.193621,0.000125566
ENSG00000176927,-0.00808168,0.0333771,0.00425959
ENSG00000126653,0.0192509,0.117204,0.000342892
ENSG00000108576,0.0512196,0.193619,0.000125566
ENSG00000108578,0.0788514,0.103551,0.000439482
ENSG00000182271,-0.101016,0.144044,0.000226985
ENSG00000108582,-0.21742,0.160172,0.00018352
ENSG00000108587,-0.104899,0.193615,0.000125566
ENSG00000266733,-0.0394354,0.441466,2.41474e-05
ENSG00000176390,0.16549,0.162319,0.00017869
ENSG00000176208,0.0748128,0.152349,0.000202838
ENSG00000172171,-0.0209087,0.177344,0.000149714
ENSG00000184060,0.123281,0.0688498,0.000994871
ENSG00000181481,0.114529,0.0793536,0.000748568
ENSG00000196712,-0.023762,0.113287,0.00036704
ENSG00000126861,-0.0998001,0.273815,6.27831e-05
ENSG00000185862,-0.0254048,0.246805,7.72715e-05
ENSG00000265118,-0.0467054,0.183353,0.000140055
ENSG00000126860,0.0235904,0.162342,0.00017869
ENSG00000131242,-0.564807,0.32908,4.34652e-05
ENSG00000172301,0.301091,0.17735,0.000149714
ENSG00000108651,0.0314074,0.112586,0.000371869
ENSG00000178691,-0.0250508,0.158279,0.000188349
ENSG00000185158,0.0379516,0.0377706,0.00332268
ENSG00000126858,0.21401,0.141057,0.000236644
ENSG00000141314,-0.0138495,0.226529,9.176e-05
ENSG00000108666,0.398523,0.215466,0.000101419
ENSG00000010244,-0.160295,0.239445,8.2101e-05
ENSG00000108671,0.0189761,0.0494388,0.00380079
ENSG00000176658,0.00797374,0.12156,0.000318745
ENSG00000006042,-0.219019,0.220827,9.65894e-05
ENSG00000141316,-0.0315839,0.329146,4.34652e-05
ENSG00000108684,-0.199351,0.197458,0.000120737
ENSG00000108688,-0.273121,0.27387,6.27831e-05
ENSG00000108700,0.0836396,0.120641,0.000323575
ENSG00000108702,0.364907,0.284994,5.79537e-05
ENSG00000181291,0.0210631,0.144025,0.000226985
ENSG00000132141,-0.000237145,0.0197822,0.0122669
ENSG00000198783,-0.0397208,0.0430244,0.00430789
ENSG00000005156,-0.0121172,0.0869829,0.000623002
ENSG00000267618,-0.285664,0.156115,0.000193179
ENSG00000092871,-0.176052,0.312215,4.82947e-05
ENSG00000185379,-0.188416,0.123432,0.000309086
ENSG00000073598,-0.0784134,0.183344,0.000140055
ENSG00000073536,-0.298133,0.160181,0.00018352
ENSG00000141161,0.189349,0.15237,0.000202838
ENSG00000164729,0.00353498,0.0723023,0.000903111
ENSG00000166750,-0.0013726,0.0675687,0.00103351
ENSG00000172716,-0.114354,0.0776317,0.000782374
ENSG00000172123,-0.038728,0.0543524,0.0015889
ENSG00000154760,0.0521598,0.0465035,0.00218775
ENSG00000205045,-0.0754515,0.0769261,0.000796863
ENSG00000236320,0.085253,0.0894603,0.000589196
ENSG00000108733,-0.0821351,0.0732452,0.000878964
ENSG00000006125,0.510895,0.373159,3.38063e-05
ENSG00000270765,0.0100747,0.0425228,0.00261757
ENSG00000270806,-0.0373028,0.114799,0.000357381
ENSG00000271447,0.0983926,0.174546,0.000154543
ENSG00000270647,-0.634195,0.193668,0.000125566
ENSG00000270379,-0.127115,0.0666576,0.00106248
ENSG00000271503,0.0162956,0.136935,0.000251133
ENSG00000278023,0.164591,0.105921,0.000420164
ENSG00000275722,0.0714618,0.164557,0.000173861
ENSG00000275152,-0.0944841,0.329063,4.34652e-05
ENSG00000276409,0.0573561,0.210549,0.000106248
ENSG00000275718,-0.18485,0.312206,4.82947e-05
ENSG00000274736,0.0657081,0.285048,5.79537e-05
ENSG00000275385,-0.024267,0.142516,0.000231815
ENSG00000277632,-0.105982,0.25491,7.24421e-05
ENSG00000275302,0.114726,0.164663,0.000164202
ENSG00000274808,0.0569502,0.139649,0.000241474
ENSG00000276085,0.747096,0.284985,5.79537e-05
ENSG00000276070,0.0196194,0.226533,9.176e-05
ENSG00000275954,-0.0412687,0.0579582,0.00140538
ENSG00000273611,-0.177474,0.126466,0.000294598
ENSG00000278259,0.0569816,0.0486179,0.00200423
ENSG00000277161,-0.0691373,0.095948,0.000511924
ENSG00000278311,0.0260154,0.112582,0.000371869
ENSG00000278535,-0.138126,0.131946,0.00027045
ENSG00000278619,-0.202183,0.142516,0.000222156
ENSG00000275700,0.00124052,0.0713661,0.000927259
ENSG00000278540,0.00369436,0.131945,0.00027045
ENSG00000278505,-0.098739,0.126444,0.000294598
ENSG00000276234,-0.0588719,0.180253,0.000144884
ENSG00000276023,-0.630139,0.34908,3.86358e-05
ENSG00000275066,0.0919846,0.180261,0.000144884
ENSG00000278053,0.0453703,0.0615461,0.001246
ENSG00000275410,-0.172864,0.193675,0.000125566
ENSG00000274512,0.0181147,0.297655,5.31242e-05
ENSG00000278845,0.0788493,0.107808,0.000405676
ENSG00000277399,-0.0385393,0.0418831,0.00269967
ENSG00000274211,0.189774,0.441467,2.41474e-05
ENSG00000275832,0.0882267,0.109734,0.000391187
ENSG00000277363,0.187992,0.239463,8.2101e-05
ENSG00000275023,0.36409,0.28502,5.79537e-05
ENSG00000277972,0.225366,0.109771,0.000391187
ENSG00000277258,0.259656,0.226501,9.176e-05
ENSG00000276293,-0.217008,0.403105,2.89768e-05
ENSG00000273559,-0.391149,0.162348,0.00017869
ENSG00000275489,-0.254274,0.263922,6.76126e-05
ENSG00000125691,-0.373419,0.297695,5.31242e-05
ENSG00000002834,-0.0591802,0.193703,0.000125566
ENSG00000204952,-0.181366,0.180266,0.000144884
ENSG00000161381,-0.128093,0.13314,0.000265621
ENSG00000141748,0.163255,0.246848,7.72715e-05
ENSG00000067191,0.0644383,0.210491,0.000106248
ENSG00000108298,0.314416,0.246824,7.72715e-05
ENSG00000141750,-0.013399,0.114801,0.000357381
ENSG00000108306,0.213597,0.297649,5.31242e-05
ENSG00000125686,-0.599972,0.246881,7.72715e-05
ENSG00000167258,0.0636756,0.0812146,0.000714762
ENSG00000131771,0.0618239,0.297681,5.31242e-05
ENSG00000131748,-0.00443381,0.174525,0.000154543
ENSG00000173991,0.316178,0.254926,7.24421e-05
ENSG00000141744,0.153437,0.125412,0.000299427
ENSG00000161395,-0.155893,0.144025,0.000226985
ENSG00000141736,0.00326425,0.114124,0.00036221
ENSG00000141741,0.104579,0.273861,6.27831e-05
ENSG00000141738,0.259558,0.150583,0.000207667
ENSG00000161405,0.0405647,0.403027,2.89768e-05
ENSG00000186075,0.0138657,0.162325,0.00017869
ENSG00000073605,0.0117678,0.123443,0.000309086
ENSG00000172057,-0.0598979,0.403036,2.89768e-05
ENSG00000204913,0.00933763,0.102971,0.000444311
ENSG00000167914,-0.101946,0.0863096,0.000632661
ENSG00000108342,-0.133104,0.312186,4.82947e-05
ENSG00000008838,0.0434834,0.0890857,0.000594025
ENSG00000126351,0.18682,0.150612,0.000207667
ENSG00000126368,-0.186523,0.373126,3.38063e-05
ENSG00000108349,0.13583,0.134378,0.000260791
ENSG00000108352,0.0107395,0.297664,5.31242e-05
ENSG00000171475,-0.119579,0.329049,4.34652e-05
ENSG00000094804,0.0836428,0.16024,0.00018352
ENSG00000131759,0.0099508,0.158102,0.000188349
ENSG00000183153,0.122313,0.134367,0.000260791
ENSG00000131747,-0.147027,0.125402,0.000299427
ENSG00000141753,-0.272294,0.16458,0.000173861
ENSG00000131746,-0.156577,0.0692101,0.000985212
ENSG00000126353,0.604528,0.403034,2.89768e-05
ENSG00000073584,-0.0467652,0.297961,5.31242e-05
ENSG00000213424,-0.0893572,0.119756,0.000328404
ENSG00000167916,0.0529426,0.0695457,0.000975553
ENSG00000204897,0.0563316,0.136941,0.000251133
ENSG00000186393,0.0864698,0.0964039,0.000507094
ENSG00000171446,-0.0822285,0.142521,0.000231815
ENSG00000173908,-0.25483,0.123435,0.000309086
ENSG00000186395,0.0809584,0.205862,0.000111078
ENSG00000167920,0.116723,0.177491,0.000149714
ENSG00000187242,-0.22509,0.147192,0.000217326
ENSG00000171431,0.0940203,0.120678,0.000323575
ENSG00000108244,-0.0823731,0.150602,0.000207667
ENSG00000196859,-0.169997,0.0950414,0.000521583
ENSG00000204889,0.0206004,0.0887121,0.000598854
ENSG00000212899,0.409012,0.285004,5.79537e-05
ENSG00000212901,-0.0572398,0.273819,6.27831e-05
ENSG00000221852,0.304256,0.17455,0.000154543
ENSG00000204887,-0.053511,0.201564,0.000115907
ENSG00000221880,0.139933,0.215473,0.000101419
ENSG00000188581,-0.00478456,0.0382444,0.00323092
ENSG00000212725,-0.264519,0.174541,0.000154543
ENSG00000214518,-0.118339,0.0781056,0.000763056
ENSG00000212724,-0.0581514,0.0926423,0.000536071
ENSG00000213417,0.232826,0.349068,3.86358e-05
ENSG00000240871,0.0600466,0.0223641,0.00954786
ENSG00000204880,0.0653683,0.210564,0.000106248
ENSG00000212722,-0.0593538,0.246835,7.72715e-05
ENSG00000212721,0.234863,0.273818,6.27831e-05
ENSG00000213416,-0.561834,0.312179,4.82947e-05
ENSG00000198090,0.511612,0.15611,0.000193179
ENSG00000198271,0.0481386,0.062189,0.00122186
ENSG00000171396,-0.102108,0.154215,0.000198008
ENSG00000196156,-0.0347449,0.329082,4.34652e-05
ENSG00000244537,-0.0714101,0.297958,5.31242e-05
ENSG00000198443,0.274691,0.177345,0.000149714
ENSG00000240542,-0.0245587,0.0264562,0.00684336
ENSG00000239886,-0.0669489,0.0973372,0.000497436
ENSG00000204873,-0.0739057,0.139674,0.000241474
ENSG00000187272,0.216416,0.149034,0.000212497
ENSG00000241595,0.011685,0.141087,0.000236644
ENSG00000198083,0.069824,0.215444,0.000101419
ENSG00000212659,0.668893,0.373112,3.38063e-05
ENSG00000212658,0.096958,0.0632785,0.00117839
ENSG00000212657,-0.0797106,0.154192,0.000198008
ENSG00000006059,0.0588113,0.141071,0.000236644
ENSG00000131738,-0.0184009,0.138264,0.000246303
ENSG00000131737,-0.0721079,0.156121,0.000193179
ENSG00000094796,0.18151,0.197451,0.000120737
ENSG00000108417,-0.0314573,0.139652,0.000241474
ENSG00000171360,0.034335,0.0720655,0.000907941
ENSG00000108759,-0.089155,0.131959,0.000260791
ENSG00000197079,0.103583,0.152361,0.000202838
ENSG00000126337,-0.0188992,0.0408077,0.00284456
ENSG00000171401,0.0184116,0.197502,0.000120737
ENSG00000171346,-0.0455372,0.123462,0.000309086
ENSG00000171345,0.341848,0.284979,5.79537e-05
ENSG00000171403,0.0158866,0.0444152,0.00240025
ENSG00000186847,0.212981,0.186585,0.000135225
ENSG00000186832,-0.00475124,0.100812,0.000463629
ENSG00000128422,0.122296,0.102985,0.000444311
ENSG00000184502,-0.0696367,0.373126,3.38063e-05
ENSG00000173805,0.129913,0.0707648,0.000941747
ENSG00000173801,-0.076564,0.0619331,0.00123152
ENSG00000141696,0.0302291,0.150594,0.000207667
ENSG00000141756,-0.0147143,0.093774,0.000536071
ENSG00000141698,-0.043284,0.18659,0.000135225
ENSG00000161594,-0.0352937,0.226493,9.176e-05
ENSG00000178502,0.0359328,0.0368178,0.00349654
ENSG00000131473,-0.152484,0.152354,0.000202838
ENSG00000204815,-0.0119694,0.116391,0.000347722
ENSG00000173786,-0.123221,0.254914,7.24421e-05
ENSG00000168259,0.243353,0.210484,0.000106248
ENSG00000168256,0.231987,0.186579,0.000135225
ENSG00000187595,0.0142325,0.147188,0.000217326
ENSG00000108771,0.0888491,0.0693592,0.000980383
ENSG00000108773,-0.0153367,0.174539,0.000154543
ENSG00000260325,-0.229024,0.284977,5.79537e-05
ENSG00000108774,-0.128679,0.297673,5.31242e-05
ENSG00000089558,0.0744204,0.220789,9.65894e-05
ENSG00000167925,-0.0640242,0.0902537,0.000569878
ENSG00000126561,-0.0415211,0.246825,7.72715e-05
ENSG00000168610,-0.187509,0.205864,0.000111078
ENSG00000177469,0.402713,0.297668,5.31242e-05
ENSG00000033627,0.233853,0.210494,0.000106248
ENSG00000108784,0.0650056,0.0992661,0.000478118
ENSG00000108786,-0.268028,0.205854,0.000111078
ENSG00000068120,0.0264926,0.0447514,0.00236161
ENSG00000108788,-0.140829,0.232712,8.69305e-05
ENSG00000131470,0.280733,0.121587,0.000318745
ENSG00000141699,-0.0569163,0.232751,8.69305e-05
ENSG00000131462,0.0643891,0.263844,6.76126e-05
ENSG00000037042,0.039782,0.122519,0.000313916
ENSG00000068137,-0.175671,0.125415,0.000299427
ENSG00000184451,0.240058,0.273789,6.27831e-05
ENSG00000108797,-0.20511,0.138267,0.000246303
ENSG00000108799,0.229216,0.226493,9.176e-05
ENSG00000131477,-0.216544,0.215453,0.000101419
ENSG00000131475,-0.00632372,0.312239,4.82947e-05
ENSG00000126562,0.0375791,0.0598262,0.00131845
ENSG00000183978,-0.301289,0.220772,9.65894e-05
ENSG00000176563,0.0714607,0.329152,4.34652e-05
ENSG00000126581,-0.200338,0.25492,7.24421e-05
ENSG00000131467,-0.0235559,0.171879,0.000159373
ENSG00000131480,0.0109847,0.0657578,0.00110595
ENSG00000131471,0.0465318,0.0686941,0.000999701
ENSG00000131482,0.00703012,0.0776278,0.000782374
ENSG00000266967,0.0868079,0.124448,0.000304257
ENSG00000108825,0.0101763,0.102816,0.000449141
ENSG00000267060,-0.306745,0.197475,0.000120737
ENSG00000198863,0.0598988,0.239494,8.2101e-05
ENSG00000068079,-0.0256828,0.0821187,0.000700273
ENSG00000108828,-0.299763,0.220804,9.65894e-05
ENSG00000108830,-0.250905,0.147201,0.000217326
ENSG00000012048,-0.0983994,0.0796254,0.000743739
ENSG00000188554,-0.0555303,0.246893,7.72715e-05
ENSG00000184988,0.242431,0.158105,0.000188349
ENSG00000175906,0.17614,0.441462,2.41474e-05
ENSG00000067596,-0.0360195,0.11254,0.000371869
ENSG00000175832,-0.147324,0.144041,0.000226985
ENSG00000005102,-0.0292335,0.123466,0.000309086
ENSG00000167941,-0.555971,0.23275,8.69305e-05
ENSG00000108861,-0.221871,0.373122,3.38063e-05
ENSG00000231256,-0.19678,0.180277,0.000144884
ENSG00000161647,0.130592,0.166903,0.000169031
ENSG00000161649,0.0200425,0.131969,0.00027045
ENSG00000108852,0.0729008,0.12065,0.000323575
ENSG00000108849,0.0893446,0.18343,0.000140055
ENSG00000131096,-0.377316,0.285019,5.79537e-05
ENSG00000161653,-0.157857,0.205871,0.000111078
ENSG00000091947,-0.127133,0.171873,0.000159373
ENSG00000141349,-0.0865994,0.174563,0.000154543
ENSG00000108840,-0.214457,0.177322,0.000149714
ENSG00000125319,-0.0468606,0.148858,0.000212497
ENSG00000161664,-0.0199524,0.114804,0.000357381
ENSG00000168591,0.13431,0.158164,0.000188349
ENSG00000108312,-0.0606127,0.0534707,0.00165168
ENSG00000004939,0.113092,0.254917,7.24421e-05
ENSG00000108309,0.0125942,0.166888,0.000169031
ENSG00000013306,0.115184,0.121556,0.000318745
ENSG00000030582,-0.193236,0.154197,0.000198008
ENSG00000161682,-0.0469143,0.312191,4.82947e-05
ENSG00000005961,-0.107708,0.102413,0.000449141
ENSG00000186566,0.0495927,0.197454,0.000120737
ENSG00000180336,-0.331334,0.232691,8.69305e-05
ENSG00000180329,-0.0733774,0.156107,0.000193179
ENSG00000161692,-0.0889113,0.111134,0.000381528
ENSG00000073670,0.0351853,0.150591,0.000207667
ENSG00000131097,-0.312266,0.297646,5.31242e-05
ENSG00000108883,0.364065,0.441485,2.41474e-05
ENSG00000167131,0.0540557,0.0809478,0.000719591
ENSG00000214447,0.0566827,0.0669403,0.00105282
ENSG00000131095,0.0126756,0.141059,0.000236644
ENSG00000186185,-0.125953,0.156122,0.000193179
ENSG00000131094,0.0108889,0.239526,8.2101e-05
ENSG00000172992,-0.0714013,0.0275352,0.00625417
ENSG00000161714,-0.00569426,0.130797,0.00027528
ENSG00000181513,0.0187231,0.115597,0.000352551
ENSG00000168517,0.29321,0.152378,0.000202838
ENSG00000184922,-0.141075,0.11111,0.000381528
ENSG00000184361,0.0933218,0.13972,0.000231815
ENSG00000159314,-0.24572,0.128559,0.000284939
ENSG00000225190,0.145054,0.169389,0.000164202
ENSG00000120088,0.00264805,0.174535,0.000154543
ENSG00000185294,0.00929783,0.177366,0.000149714
ENSG00000186868,0.0486188,0.121554,0.000318745
ENSG00000256762,-0.170563,0.201536,0.000115907
ENSG00000120071,-0.319209,0.27381,6.27831e-05
ENSG00000176681,-0.368777,0.226501,9.176e-05
ENSG00000238083,0.144253,0.0771517,0.000792033
ENSG00000073969,-0.342461,0.215448,0.000101419
ENSG00000158955,-0.270726,0.37315,3.38063e-05
ENSG00000108433,0.0957275,0.0624153,0.0012122
ENSG00000004897,0.266272,0.0905676,0.000574707
ENSG00000198336,-0.173231,0.190012,0.000130396
ENSG00000259207,0.00100249,0.147207,0.000217326
ENSG00000178852,0.0726664,0.077706,0.000782374
ENSG00000141279,-0.13015,0.263859,6.76126e-05
ENSG00000198933,-0.0607137,0.0420448,0.00268036
ENSG00000006025,0.0534248,0.158109,0.000188349
ENSG00000159111,0.0459232,0.246818,7.72715e-05
ENSG00000141294,-0.181341,0.197768,0.000120737
ENSG00000141295,0.0272286,0.158165,0.000188349
ENSG00000189120,0.106679,0.373108,3.38063e-05
ENSG00000167182,-0.175187,0.312264,4.82947e-05
ENSG00000108439,-0.136627,0.169336,0.000164202
ENSG00000108465,-0.0194186,0.0963946,0.000507094
ENSG00000005243,0.0313299,0.152369,0.000202838
ENSG00000082641,0.104251,0.186586,0.000135225
ENSG00000108468,0.0757172,0.329068,4.34652e-05
ENSG00000002919,0.137217,0.174533,0.000154543
ENSG00000141293,0.110726,0.297661,5.31242e-05
ENSG00000120094,0.285702,0.160177,0.00018352
ENSG00000173917,-0.0288051,0.110411,0.000386358
ENSG00000120093,-0.109652,0.16255,0.00017869
ENSG00000182742,0.287527,0.193614,0.000125566
ENSG00000120075,-0.181719,0.373112,3.38063e-05
ENSG00000108511,-0.00294125,0.284997,5.79537e-05
ENSG00000260027,0.0268944,0.14719,0.000217326
ENSG00000120068,0.258222,0.441513,2.41474e-05
ENSG00000170689,0.0473305,0.24683,7.72715e-05
ENSG00000159182,0.40682,0.441504,2.41474e-05
ENSG00000229637,0.083433,0.0682203,0.00101419
ENSG00000159184,-0.0405577,0.254913,7.24421e-05
ENSG00000170703,0.0419369,0.0309782,0.00495504
ENSG00000136436,0.0261981,0.144025,0.000226985
ENSG00000159202,0.0455272,0.312192,4.82947e-05
ENSG00000159210,-0.319722,0.158113,0.000188349
ENSG00000159224,-0.0438384,0.136929,0.000251133
ENSG00000167080,-0.000896451,0.0601707,0.00130396
ENSG00000167083,-0.598026,0.373182,3.38063e-05
ENSG00000108798,-0.37326,0.246874,7.72715e-05
ENSG00000173868,-0.0675112,0.160161,0.00018352
ENSG00000198740,0.219417,0.273811,6.27831e-05
ENSG00000167085,0.494952,0.373143,3.38063e-05
ENSG00000064300,0.352146,0.312189,4.82947e-05
ENSG00000182575,-0.0638898,0.441487,2.41474e-05
ENSG00000121067,-0.153739,0.373122,3.38063e-05
ENSG00000121073,-0.0817078,0.190055,0.000130396
ENSG00000121104,0.0234305,0.210493,0.000106248
ENSG00000176358,-0.0172064,0.171905,0.000159373
ENSG00000108813,-0.0817052,0.180272,0.000144884
ENSG00000064195,0.362744,0.373102,3.38063e-05
ENSG00000005884,0.291237,0.152399,0.000202838
ENSG00000005882,-0.245181,0.174549,0.000154543
ENSG00000167100,-0.117449,0.162324,0.00017869
ENSG00000108823,0.197018,0.201521,0.000115907
ENSG00000108821,-0.150538,0.239436,8.2101e-05
ENSG00000167105,0.321059,0.403007,2.89768e-05
ENSG00000015532,-0.327498,0.220755,9.65894e-05
ENSG00000108826,0.15385,0.254941,7.24421e-05
ENSG00000154920,0.00615126,0.0734589,0.000874134
ENSG00000167107,-0.0613107,0.0587106,0.00137157
ENSG00000136457,0.0684179,0.215438,0.000101419
ENSG00000136444,0.0547945,0.0898141,0.000584366
ENSG00000136449,0.160183,0.102986,0.000444311
ENSG00000049283,0.0369384,0.0580528,0.00140055
ENSG00000006282,-0.00696448,0.0798693,0.000738909
ENSG00000006283,0.203626,0.136956,0.000251133
ENSG00000108846,-0.0170563,0.045594,0.00227468
ENSG00000154945,-0.203235,0.273813,6.27831e-05
ENSG00000108848,-0.0199523,0.0535452,0.00253547
ENSG00000173714,-0.0374548,0.186579,0.000135225
ENSG00000008294,-0.060698,0.0603905,0.0012943
ENSG00000239672,0.0634369,0.0757774,0.00082101
ENSG00000011052,0.115944,0.0655942,0.00109629
ENSG00000243678,0.298472,0.127487,0.000289768
ENSG00000011258,-0.28985,0.226505,9.176e-05
ENSG00000011260,-0.0441001,0.115582,0.000352551
ENSG00000154975,-0.1737,0.312179,4.82947e-05
ENSG00000141200,0.192599,0.133221,0.000265621
ENSG00000141198,-0.0217266,0.0901834,0.000579537
ENSG00000166260,-0.0494866,0.169339,0.000164202
ENSG00000166263,0.0671583,0.129774,0.000280109
ENSG00000108924,0.323892,0.349471,3.86358e-05
ENSG00000108960,0.107542,0.312217,4.82947e-05
ENSG00000166292,0.0196855,0.441473,2.41474e-05
ENSG00000141179,0.0109885,0.0285927,0.00581951
ENSG00000153930,-0.0850641,0.0769134,0.000796863
ENSG00000214226,-0.869305,0.29764,5.31242e-05
ENSG00000153933,0.00478953,0.100281,0.000468459
ENSG00000121060,-0.154102,0.205865,0.000111078
ENSG00000121058,-0.156177,0.103527,0.000439482
ENSG00000121064,-0.128243,0.104696,0.000429823
ENSG00000121057,0.132417,0.152348,0.000202838
ENSG00000153944,-0.102745,0.254893,7.24421e-05
ENSG00000166329,-0.208896,0.255044,7.24421e-05
ENSG00000181610,-0.135177,0.180327,0.000144884
ENSG00000180891,-0.126899,0.116383,0.000347722
ENSG00000141194,-0.0100702,0.0374572,0.00338063
ENSG00000255713,-0.0379918,0.254918,7.24421e-05
ENSG00000121053,-0.00508781,0.0280921,0.00601752
ENSG00000011143,-0.08902,0.105885,0.000420164
ENSG00000167419,0.0213754,0.0416085,0.00271416
ENSG00000005381,-0.0110015,0.0240462,0.00823908
ENSG00000005379,-0.294542,0.186586,0.000135225
ENSG00000213246,0.249335,0.226497,9.176e-05
ENSG00000108375,-0.0447424,0.148858,0.000212497
ENSG00000176160,0.266089,0.44151,2.41474e-05
ENSG00000108389,-0.335056,0.403025,2.89768e-05
ENSG00000108387,-0.048586,0.125419,0.000299427
ENSG00000181013,0.0367918,0.107767,0.000405676
ENSG00000121101,-0.0177727,0.0389076,0.00311984
ENSG00000108384,-0.00983188,0.134383,0.000260791
ENSG00000175175,-0.456804,0.29765,5.31242e-05
ENSG00000108395,0.173007,0.101874,0.00045397
ENSG00000182628,0.437796,0.193675,0.000125566
ENSG00000068489,0.267647,0.148849,0.000212497
